sample	Cruise	Cruise Name	Station	BODC Station	BODC Bottle Number	Latitude	Longitude	DEPTH [m]	Bot. Depth [m]	PRESSURE [dbar]	CTDTMP [deg C]	CTDSAL	SALINITY_D_CONC_BOTTLE	CFC-11_D_CONC_BOTTLE [pmol/kg]	CFC-12_D_CONC_BOTTLE [pmol/kg]	CFC113_D_CONC_BOTTLE [pmol/kg]	SF6_D_CONC_BOTTLE [fmol/kg]	He_D_CONC_BOTTLE [nmol/kg]	Ne_D_CONC_BOTTLE [nmol/kg]	OXYGEN_D_CONC_BOTTLE [umol/kg]	CTDOXY [umol/kg]	PHOSPHATE_D_CONC_BOTTLE [umol/kg]	PHOSPHATE_LL_D_CONC_BOTTLE [umol/kg]	SILICATE_D_CONC_BOTTLE [umol/kg]	NITRATE_D_CONC_BOTTLE [umol/kg]	NITRATE_LL_D_CONC_BOTTLE [umol/kg]	NITRITE_D_CONC_BOTTLE [umol/kg]	NITRITE_LL_D_CONC_BOTTLE [umol/kg]	TALK_D_CONC_BOTTLE [umol/kg]	DIC_D_CONC_BOTTLE [umol/kg]	DOC_D_CONC_BOTTLE [umol/kg]	DIC_13_12_D_DELTA_BOTTLE [per mil]	He_3_4_D_DELTA_BOTTLE [per mil]	TRITIUM_D_CONC_BOTTLE [TU]	H2O_2_1_D_DELTA_BOTTLE [per mil]	H2O_18_16_D_DELTA_BOTTLE [per mil]	NITRATE_15_14_D_DELTA_BOTTLE [per mil]	SILICATE_30_28_D_DELTA_BOTTLE [per mil]	SALINITY_D_CONC_PUMP	PHOSPHATE_LL_D_CONC_FISH [umol/kg]	NITRATE_LL_D_CONC_FISH [umol/kg]	NITRITE_LL_D_CONC_FISH [umol/kg]	SALINITY_D_CONC_UWAY	DOC_D_CONC_UWAY [umol/kg]	Al_D_CONC_BOTTLE [nmol/kg]	Ba_D_CONC_BOTTLE [nmol/kg]	Cd_D_CONC_BOTTLE [nmol/kg]	Co_D_CONC_BOTTLE [pmol/kg]	Cu_D_CONC_BOTTLE [nmol/kg]	Fe_D_CONC_BOTTLE [nmol/kg]	Fe_II_D_CONC_BOTTLE [nmol/kg]	Fe_S_CONC_BOTTLE [nmol/kg]	Ga_D_CONC_BOTTLE [pmol/kg]	Hg_D_CONC_BOTTLE [pmol/kg]	Mn_D_CONC_BOTTLE [nmol/kg]	Ni_D_CONC_BOTTLE [nmol/kg]	Pb_D_CONC_BOTTLE [pmol/kg]	Zn_D_CONC_BOTTLE [nmol/kg]	Y_D_CONC_BOTTLE [pmol/kg]	La_D_CONC_BOTTLE [pmol/kg]	Ce_D_CONC_BOTTLE [pmol/kg]	Pr_D_CONC_BOTTLE [pmol/kg]	Nd_D_CONC_BOTTLE [pmol/kg]	Sm_D_CONC_BOTTLE [pmol/kg]	Eu_D_CONC_BOTTLE [pmol/kg]	Gd_D_CONC_BOTTLE [pmol/kg]	Tb_D_CONC_BOTTLE [pmol/kg]	Dy_D_CONC_BOTTLE [pmol/kg]	Ho_D_CONC_BOTTLE [pmol/kg]	Er_D_CONC_BOTTLE [pmol/kg]	Tm_D_CONC_BOTTLE [pmol/kg]	Yb_D_CONC_BOTTLE [pmol/kg]	Lu_D_CONC_BOTTLE [pmol/kg]	Nd_143_144_D_EPSILON_BOTTLE [per 10000]	Pb_206_204_D_RATIO_BOTTLE	Pb_206_207_D_RATIO_BOTTLE	Pb_208_207_D_RATIO_BOTTLE	Cd_114_110_D_DELTA_BOTTLE [per mil]	Fe_56_54_D_DELTA_BOTTLE [per mil]	Zn_66_64_D_DELTA_BOTTLE [per mil]	Pa_231_D_CONC_BOTTLE [uBq/kg]	Pb_210_D_CONC_BOTTLE [mBq/kg]	Po_210_D_CONC_BOTTLE [mBq/kg]	Th_230_D_CONC_BOTTLE [uBq/kg]	Th_232_D_CONC_BOTTLE [pmol/kg]	Th_234_T_CONC_BOTTLE [mBq/kg]	Ra_223_D_CONC_PUMP [mBq/kg]	Ra_224_D_CONC_PUMP [mBq/kg]	Ra_226_D_CONC_PUMP [mBq/kg]	Ra_228_D_CONC_PUMP [mBq/kg]	Th_228_D_CONC_PUMP [uBq/kg]	Al_D_CONC_FISH [nmol/kg]	Cd_D_CONC_FISH [nmol/kg]	Co_D_CONC_FISH [pmol/kg]	Cu_D_CONC_FISH [nmol/kg]	Fe_D_CONC_FISH [nmol/kg]	Fe_II_D_CONC_FISH [nmol/kg]	Fe_S_CONC_FISH [nmol/kg]	Ga_D_CONC_FISH [pmol/kg]	Hg_D_CONC_FISH [pmol/kg]	Mn_D_CONC_FISH [nmol/kg]	Ni_D_CONC_FISH [nmol/kg]	Pb_D_CONC_FISH [pmol/kg]	Zn_D_CONC_FISH [nmol/kg]	Y_D_CONC_FISH [pmol/kg]	La_D_CONC_FISH [pmol/kg]	Ce_D_CONC_FISH [pmol/kg]	Pr_D_CONC_FISH [pmol/kg]	Nd_D_CONC_FISH [pmol/kg]	Sm_D_CONC_FISH [pmol/kg]	Eu_D_CONC_FISH [pmol/kg]	Gd_D_CONC_FISH [pmol/kg]	Tb_D_CONC_FISH [pmol/kg]	Dy_D_CONC_FISH [pmol/kg]	Ho_D_CONC_FISH [pmol/kg]	Er_D_CONC_FISH [pmol/kg]	Tm_D_CONC_FISH [pmol/kg]	Yb_D_CONC_FISH [pmol/kg]	Lu_D_CONC_FISH [pmol/kg]	Nd_143_144_D_EPSILON_FISH [per 10000]	Pb_206_204_D_RATIO_FISH	Pb_206_207_D_RATIO_FISH	Pb_208_207_D_RATIO_FISH	Fe_56_54_D_DELTA_FISH [per mil]	Zn_66_64_D_DELTA_FISH [per mil]	Pa_231_D_CONC_FISH [uBq/kg]	Th_230_D_CONC_FISH [uBq/kg]	Th_232_D_CONC_FISH [pmol/kg]	L1Cu_D_CONC_BOTTLE [nmol/kg]	L1Cu_D_LogK_BOTTLE	L1Fe_D_CONC_BOTTLE [nmol/kg]	L1Fe_D_LogK_BOTTLE	L2Fe_D_CONC_BOTTLE [nmol/kg]	L2Fe_D_LogK_BOTTLE	L1Cu_D_CONC_FISH [nmol/kg]	L1Cu_D_LogK_FISH	L1Fe_D_CONC_FISH [nmol/kg]	L1Fe_D_LogK_FISH	L2Fe_D_CONC_FISH [nmol/kg]	L2Fe_D_LogK_FISH	P_TP_CONC_BOTTLE [nmol P/kg]	P_TPL_CONC_BOTTLE [nmol P/kg]	Al_TP_CONC_BOTTLE [nmol/kg]	Al_TPL_CONC_BOTTLE [nmol/kg]	Al_TPR_CONC_BOTTLE [nmol/kg]	Cd_TP_CONC_BOTTLE [pmol/kg]	Cd_TPL_CONC_BOTTLE [pmol/kg]	Cd_TPR_CONC_BOTTLE [pmol/kg]	Co_TP_CONC_BOTTLE [pmol/kg]	Co_TPL_CONC_BOTTLE [pmol/kg]	Co_TPR_CONC_BOTTLE [pmol/kg]	Fe_TP_CONC_BOTTLE [nmol/kg]	Fe_TPL_CONC_BOTTLE [nmol/kg]	Fe_TPR_CONC_BOTTLE [nmol/kg]	Mn_TP_CONC_BOTTLE [nmol/kg]	Mn_TPL_CONC_BOTTLE [nmol/kg]	Mn_TPR_CONC_BOTTLE [nmol/kg]	P_TPR_CONC_BOTTLE [nmol/kg]	Ti_TP_CONC_BOTTLE [nmol/kg]	Ti_TPL_CONC_BOTTLE [nmol/kg]	Ti_TPR_CONC_BOTTLE [nmol/kg]	Ag_LPT_CONC_PUMP [pmol/kg]	Ag_SPT_CONC_PUMP [pmol/kg]	Al_LPT_CONC_PUMP [nmol/kg]	Al_SPT_CONC_PUMP [nmol/kg]	Ba_LPT_CONC_PUMP [pmol/kg]	Ba_SPT_CONC_PUMP [pmol/kg]	Cd_LPT_CONC_PUMP [pmol/kg]	Cd_SPT_CONC_PUMP [pmol/kg]	Co_LPT_CONC_PUMP [pmol/kg]	Co_SPT_CONC_PUMP [pmol/kg]	Cu_LPT_CONC_PUMP [pmol/kg]	Cu_SPT_CONC_PUMP [pmol/kg]	Fe_LPT_CONC_PUMP [nmol/kg]	Fe_SPT_CONC_PUMP [nmol/kg]	Mn_LPT_CONC_PUMP [nmol/kg]	Mn_SPT_CONC_PUMP [nmol/kg]	Ni_LPT_CONC_PUMP [pmol/kg]	Ni_SPT_CONC_PUMP [pmol/kg]	P_LPT_CONC_PUMP [nmol/kg]	P_SPT_CONC_PUMP [nmol/kg]	Pb_LPT_CONC_PUMP [pmol/kg]	Pb_SPT_CONC_PUMP [pmol/kg]	Th_LPT_CONC_PUMP [pmol/kg]	Th_SPT_CONC_PUMP [pmol/kg]	Ti_LPT_CONC_PUMP [pmol/kg]	Ti_SPT_CONC_PUMP [pmol/kg]	V_LPT_CONC_PUMP [pmol/kg]	V_SPT_CONC_PUMP [pmol/kg]	Y_LPT_CONC_PUMP [pmol/kg]	Y_SPT_CONC_PUMP [pmol/kg]	Nd_LPT_CONC_PUMP [pmol/kg]	Nd_SPT_CONC_PUMP [pmol/kg]	Pa_231_SPT_CONC_PUMP [uBq/kg]	Th_228_SPT_CONC_PUMP [uBq/kg]	Th_230_SPT_CONC_PUMP [uBq/kg]	Th_232_SPT_CONC_PUMP [pmol/kg]	Th_234_SPT_CONC_PUMP [mBq/kg]	Th_234_LPT_CONC_PUMP [mBq/kg]
S0089	GA03	KN204-1	Station 10	1646459	844733	31.75	-64.16949	414.2	4568	417.5	17.509	36.480999	36.480999	2.378	1.427	0.066	1.292	1.722	6.994	203.699997	203.6	0.22	NA	1.17	4.88	NA	0	NA	NA	NA	NA	0.63	-5.9	0.515	NA	NA	3.085	NA	NA	NA	NA	NA	NA	NA	32.439026	43.900002	0.029268	46.178047	0.88	0.292683	0.185366	0.12	37.200001	0.878049	0.26	2.19	20	0.27	127.400002	14.55	6.41	3	15.2	3.2	0.88	4.86	0.72	5.83	1.35	4.76	0.598	4.13	0.596	NA	18.48	1.178	2.451	NA	0.7	0.23	NA	NA	NA	NA	NA	46.17561	NA	0.047154	1.365854	0.321951	195.121948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.897561	12.03	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.076488	NA	1.746341	NA	82.341461	NA	0.145366	NA	1.6	NA	17.853659	NA	0.507317	NA	0.162927	NA	10.146342	NA	0.842927	NA	0.780488	NA	0.03561	NA	73.560974	NA	3.658537	NA	0.493659	NA	0.354146	NA	14.634146	NA	NA	1.404878	0.430927
S0049	GA03	KN204-1	Station 8	1646368	844604	35.4186	-66.54269	31.3	4928	31.5	23.075	36.352001	36.351002	1.852	1.152	NA	1.23	1.688	6.671	210.399994	210.4	0.01	0.009463	0.39	0	0.02839	0	0.006634	NA	NA	NA	NA	-13.5	0.584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.146343	45.5	8.5e-4	50.731709	0.956098	0.440976	NA	0.1	45.5	0.878049	2.117073	NA	15.75	0.248293	126.900002	14.1	9.83	2.95	15	3.28	0.91	5.03	0.75	6.09	1.38	4.98	0.618	4.3	0.603	NA	NA	1.177	2.449	NA	0.4	-0.39	0.594184	NA	NA	0.896446	0.352525	36.585365	0.001626	0.136585	1.356098	0.61626	105.690727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.258537	13.9	1.678049	12.6	0.409756	11.77	NA	NA	NA	NA	NA	NA	NA	9.629131	NA	0.329083	0.588429	NA	1.609756	0.058537	NA	2.702439	0.409756	NA	0.155444	0.244839	NA	0.326224	0.004751	3.498507	NA	9.46e-4	0.023424	0.027805	0.162927	0.449756	0.449756	163.902435	20.097561	0.31122	0.564878	0.426341	2.956098	2.614634	23.024389	0.089073	0.167805	0.05639	0.243902	3.746341	13.853659	1.726829	9.209756	19.804878	0.513171	0.005844	0.010732	7.131707	9.756098	2.585366	2.321951	0.165854	0.65561	0.087707	0.199024	NA	8.129756	NA	NA	1.858537	0.42761
S0050	GA03	KN204-1	Station 8	1646368	844607	35.4186	-66.54269	68	4928	68.5	23.074	36.351002	36.349998	1.865	1.154	NA	1.232	1.685	6.704	210.199997	210.4	0.01	0.011805	0.39	0	0.040683	0	0.016976	NA	NA	NA	NA	-14.5	0.576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.55122	44.700001	6.5e-4	55.609756	0.941463	0.42	NA	0.103	44.400002	1.268293	2.023902	NA	21.1	0.132439	126.900002	14	9.71	2.95	14.8	3.3	0.91	5.08	0.74	6.02	1.38	4.87	0.611	4.26	0.598	NA	NA	1.176	2.448	0.95	0.42	-0.19	0.594184	NA	NA	0.91164	0.346233	41.785366	0	0.089431	1.339805	0.770732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.507317	13.15	1.678049	12.53	0.741463	11.66	NA	NA	NA	NA	NA	NA	NA	9.201863	NA	0.308263	0.43399	NA	1.336585	0.039024	NA	2.62439	0.517073	NA	0.159259	0.269063	NA	0.336507	0.002293	2.597746	NA	3.71e-4	0.019112	0.007424	0.174634	0.576585	0.359024	139.512207	22.146341	0.257561	0.685854	0.508293	3.580488	2.673171	21.853659	0.15122	0.212683	0.064683	0.281951	5.219512	15.02439	1.443902	9.707317	0.162927	0.600976	0.007893	0.014341	14.243902	NA	2.234146	2.8	0.232195	0.569756	0.118049	0.292683	NA	6.50439	NA	NA	2.108976	0.565854
S0051	GA03	KN204-1	Station 8	1646368	844610	35.4186	-66.54269	111.1	4928	111.9	21.144	36.740002	36.736	2.078	1.279	NA	1.222	1.709	5.925	189.199997	189.1	0.07	0.147512	0.68	1.88	0.947317	0.04	0.039122	NA	NA	NA	NA	-10.3	0.499	NA	NA	2.27	NA	NA	NA	NA	NA	NA	NA	32.458538	43.400002	0.010928	62.439026	0.756098	0.359024	NA	0.1	40.900002	1.268293	0.482927	NA	30.85	0.55	117.900002	13.4	8	2.7	14.1	2.95	0.81	4.54	0.67	5.55	1.26	4.57	0.56	3.94	0.56	NA	NA	1.168	2.443	0.335	0.49	-0.37	NA	NA	NA	NA	NA	41.785366	0.003252	0.112195	1.321951	0.437398	138.211716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.292683	13.3	1.287805	12.7	0.614634	11.97	NA	NA	NA	NA	NA	NA	6.532566	NA	0.998244	NA	NA	0.487805	NA	NA	2.439024	NA	NA	0.381561	NA	NA	0.061073	NA	NA	NA	0.038898	NA	NA	0.005288	0.117073	0.411707	0.830244	16.487804	124.878059	0.069073	0.52878	0.262439	1.941463	1.6	16.780487	0.110244	0.312195	0.041659	0.24	4.234147	18.731707	0.374634	3.648781	0.121951	0.514146	0.005093	0.014537	15.609756	30.341463	1.02439	2.643902	0.121951	0.460488	0.06039	0.209756	NA	8.129756	NA	NA	1.845561	0.412976
S0052	GA03	KN204-1	Station 8	1646368	844613	35.4186	-66.54269	135.8	4928	136.8	20.021	36.719002	36.720001	2.143	1.305	NA	1.232	1.711	6.908	192.100006	193.9	0.07	0.144488	0.58	2.17	0.961561	0	0.024976	NA	NA	NA	NA	-11.1	0.512	NA	NA	2.12	NA	NA	NA	NA	NA	NA	NA	31.853659	43.599998	0.010728	56.585365	0.765854	0.354146	NA	0.123	38.900002	0.780488	0.437073	NA	18.700001	0.278415	120.300003	13.4	7.62	2.72	13.8	3.02	0.82	4.59	0.67	5.59	1.27	4.61	0.56	3.99	0.563	NA	NA	1.176	2.448	0.295	0.47	-0.44	NA	NA	NA	NA	NA	39.024391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.395122	12.58	0.682927	11.61	NA	NA	NA	NA	NA	NA	8.667122	NA	1.279317	NA	NA	0.780488	NA	NA	2.536585	NA	NA	0.421073	NA	NA	0.070244	NA	NA	NA	0.096283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S0053	GA03	KN204-1	Station 8	1646368	844616	35.4186	-66.54269	186.3	4928	187.7	18.68	36.615002	36.616001	2.238	1.355	NA	1.269	1.761	7.059	193.699997	192.7	0.15	0.30575600000000003	0.88	3.57	0.970439	0	0.016488	NA	NA	NA	NA	-7.3	0.513	NA	NA	2.58	NA	NA	NA	NA	NA	NA	NA	33.931705	43	0.022856	57.560974	0.921951	0.389756	NA	0.12	38.099998	0.780488	0.281951	NA	18.799999	0.50939	122.599998	14.4	7.39	2.91	14.9	3.11	0.86	4.76	0.7	5.72	1.32	4.73	0.586	4.14	0.588	NA	NA	NA	NA	0.22	0.49	-0.04	0.926228	NA	NA	1.9220410000000001	0.310808	42.27317	0	0.065041	1.369073	0.411382	169.105377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.209756	12.77	0.17561	11.9	NA	NA	NA	NA	NA	NA	6.689005	NA	0.885171	NA	NA	1.268293	NA	NA	1.463415	NA	NA	0.381366	NA	NA	0.212585	NA	NA	NA	0.043054	NA	NA	NA	0.119024	NA	2.117073	NA	148.292679	NA	0.259512	NA	1.765854	NA	19.804878	NA	0.705366	NA	0.222439	NA	19.804878	NA	1.639024	NA	0.623415	NA	0.032585	NA	76.390244	NA	5.004878	NA	0.539512	NA	0.306341	NA	13.007805	NA	NA	1.785366	0.544683
S0054	GA03	KN204-1	Station 8	1646368	844619	35.4186	-66.54269	237.3	4928	239.2	18.322	36.594002	36.594002	2.288	1.387	NA	1.267	1.73	6.964	200.300003	201.4	0.15	0.243805	0.88	3.68	0.973171	0	0.014049	NA	NA	NA	NA	-7.6	0.513	NA	NA	2.48	NA	NA	NA	NA	NA	NA	NA	33.014633	43.299999	0.014728	50.731709	0.790244	0.32439	NA	0.121	37.400002	0.682927	0.28	NA	20.5	0.323902	123.699997	14.4	7.13	2.94	14.9	3.2	0.87	4.84	0.7	5.78	1.32	4.66	0.59	4.15	0.585	NA	NA	NA	NA	0.31	0.43	-0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.839024	12.56	0.439024	11.59	NA	NA	NA	NA	NA	NA	4.386244	NA	0.617073	NA	NA	0.585366	NA	NA	0.878049	NA	NA	0.277756	NA	NA	0.069268	NA	NA	NA	0.033112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S0055	GA03	KN204-1	Station 8	1646368	844622	35.4186	-66.54269	291.5	4928	293.8	18.133	36.59	36.597	2.307	1.426	NA	1.368	1.71	6.885	208.199997	209	0.14	NA	0.97	3.42	NA	0	NA	NA	NA	NA	NA	-9.5	0.525	NA	NA	2.53	NA	NA	NA	NA	NA	NA	NA	36.409756	43.599998	0.020306	50.731709	0.77561	0.339024	NA	0.145	43.200001	0.682927	0.303902	NA	18.450001	0.459512	123.400002	14.3	6.61	2.89	14.8	3.18	0.87	4.82	0.71	5.85	1.32	4.74	0.591	4.16	0.585	NA	NA	NA	NA	0.275	0.31	-0.63	0.891276	NA	NA	2.05119	0.318652	44.712196	0.003252	0.2	1.414634	0.41626	213.007813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.882927	13.4	1.219512	12.36	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004956	0.117073	0.610732	2.068293	13.268293	134.634155	0.034732	0.265366	0.402927	2.185366	2.429268	26.536585	0.148293	0.62439	0.050537	0.277073	3.921951	19.804878	0.2	1.687805	0.132683	0.656585	0.008898	0.034439	19.414635	75.024391	0.973659	4.858537	0.148293	0.672195	0.08478	0.360976	NA	13.007805	NA	NA	1.629268	0.282927
S0130	GA03	KN204-1	Station 6	1701395	844529	37.5954	-68.40460000000002	39.6	NA	39.9	23.395	35.997002	35.997002	1.8	1.136	NA	1.271	1.705	6.711	208.300003	207.7	0	0.015902	0.59	0	0.022341	0.04	0.040293	NA	NA	NA	0.93	-12.6	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.62439	47.5	0.00365	70.243904	1.165854	0.330732	NA	0.13	45.900002	1.365854	2.033171	NA	16.049999	0.199024	138	16.299999	9.86	3.37	16.799999	3.65	1.01	5.59	0.82	6.6	1.51	5.29	0.678	4.67	0.674	NA	NA	1.181	2.454	0.37	0.68	-0.5	0.477095	NA	NA	0.904043	0.436304	37.07317	0.003252	0.16748	1.271512	1.060163	110.568779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.639024	12.37	0.956098	11.48	NA	NA	NA	NA	NA	NA	NA	18.224167	NA	0.308332	0.476429	NA	5.912195	0.634146	NA	2.946342	0.253659	NA	0.224693	0.318302	NA	0.703024	0.032185	4.533815	NA	5.37e-4	0.043863	0.011024	0.192195	0.308293	0.365854	78.926826	11.219512	0.35122	1.102439	0.721951	2.780488	3.336585	27.609756	0.074439	0.218537	0.13561	0.509268	8.965854	30.04878	1.697561	12.390244	0.172683	0.569756	0.003737	0.013951	19.512196	NA	4.195122	4.117073	0.133659	0.629268	0.070244	0.338537	NA	8.129756	NA	NA	2.312195	0.404878
S0131	GA03	KN204-1	Station 6	1701395	844532	37.5954	-68.40460000000002	64.6	NA	65.1	23.418	36.034	36.035	1.785	1.133	NA	1.262	1.698	6.651	208.199997	207.5	0	0.013073	0.59	0.01	0.023805	0.03	0.026049	NA	NA	NA	0.89	-12.6	0.598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.55122	45.799999	0.00325	67.31707	1.160976	0.35122	NA	0.133	43.400002	0.878049	2.045854	NA	21.4	0.169024	136.800003	16.200001	9.69	3.34	16.9	3.65	0.99	5.53	0.82	6.69	1.5	5.34	0.672	4.63	0.655	NA	NA	1.175	2.447	0.595	0.73	-0.36	0.503309	NA	NA	0.91164	0.39407	36.097561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.502439	14.75	1.814634	12.39	0	0	NA	NA	NA	NA	NA	NA	NA	13.892868	NA	0.338868	0.432341	NA	3.014634	0.282927	NA	3.239024	0.429268	NA	0.227805	0.242156	NA	0.735815	0.051512	3.389971	NA	5.76e-4	0.00238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S0132	GA03	KN204-1	Station 6	1701395	844535	37.5954	-68.40460000000002	89.6	NA	90.3	23.463	36.070999	36.068001	1.776	1.128	NA	1.302	1.694	6.639	207.899994	208.1	0	0.013561	0.59	0	0.022634	0.03	0.056976	NA	NA	NA	0.88	-13.8	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.024391	46	0.005178	63.414635	1.146341	0.429756	NA	0.112	44.099998	0.878049	2.032683	NA	31.65	0.17378	136.5	15.9	9.44	3.28	16.6	3.57	0.99	5.49	0.81	6.57	1.49	5.27	0.661	4.64	0.658	NA	NA	1.166	2.443	0.545	0.8	-0.38	0.452628	NA	NA	1.025595	0.485735	36.907318	0.003252	0.071544	1.393463	0.887805	113.821457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.185366	14.5	1.82439	12.33	1.765854	11.21	NA	NA	NA	NA	NA	NA	14.66242	NA	0.258341	NA	NA	1.170732	NA	NA	3.317073	NA	NA	0.422732	NA	NA	0.423317	NA	NA	NA	0.007229	NA	NA	0.008439	0.209756	0.265366	0.41561	69.853661	12.487805	0.37561	1.112195	0.576585	3.15122	3.131707	29.853659	0.07639	0.225366	0.106341	0.543415	8.019512	32.487804	2.507317	12.487805	0.102439	0.574634	0.003073	0.022049	6.409756	9.404878	31.024389	4.507317	0.084976	0.633171	0.046634	0.332683	NA	8.129756	NA	NA	2.364195	0.356098
S0133	GA03	KN204-1	Station 6	1701395	844538	37.5954	-68.40460000000002	111.1	NA	112	23.458	36.084	36.083	1.788	1.135	NA	1.266	1.696	6.676	205.5	207.4	0	0.032585	0.59	0.16	0.210341	0.06	0.172878	NA	NA	NA	0.91	-14.1	0.565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.292683	45.799999	0.0019	58.536587	1.029268	0.483415	NA	0.137	45.900002	0.780488	1.379024	NA	18.950001	0.23439	131.199997	14.6	9.63	3.16	16	3.45	0.95	5.3	0.79	6.36	1.44	5.07	0.627	4.42	0.627	NA	NA	1.177	2.451	NA	0.72	-0.29	0.471852	NA	NA	0.934431	0.373599	37.395123	0.003252	0.053659	1.520293	0.884553	130.080978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.234146	13.65	2.117073	12.23	0.790244	11.75	NA	NA	NA	NA	NA	NA	9.844751	NA	0.653268	NA	NA	0.780488	NA	NA	2.829268	NA	NA	0.370927	NA	NA	0.482537	NA	NA	NA	0.029093	NA	NA	0.008946	0.203902	0.301463	0.44	52.292683	15.02439	0.266341	1.053658	0.501463	3.531707	3.004878	30.341463	0.071415	0.233171	0.112195	0.564878	8.331707	27.902439	1.151219	11.317073	0.13561	0.61561	0.003863	0.013561	8.058537	9.404878	3.707317	3.6	0.127805	0.565854	0.069561	0.319024	NA	8.129756	NA	NA	2.440683	0.320293
